,StockCode,Description,count,up_min,up_max,up_mean,up_std,qt_min,qt_max,qt_mean,qt_std,prob
21,22960,JAM MAKING SET WITH JARS,1229,0.0,9.95,5.006338486574445,1.7152075408342984,-12,230,6.891781936533767,14.266615748543137,0.30196560196560196
22,22913,RED COAT RACK PARIS FASHION,114,3.37,11.02,5.541491228070177,1.8066799514094982,-3,72,3.0526315789473686,7.510278626582735,0.02800982800982801
23,22912,YELLOW COAT RACK PARIS FASHION,103,3.37,11.02,5.279320388349509,1.4053052575626341,-4,72,2.7281553398058254,7.126578496983821,0.025307125307125308
24,22914,BLUE COAT RACK PARIS FASHION,160,3.37,11.02,5.48900000000001,1.7357582940449716,-2,72,2.89375,6.447267350537604,0.03931203931203931
25,21756,BATH BUILDING BLOCK WORD,285,5.45,11.87,6.587122807017567,1.7180502385522016,-2,18,2.880701754385965,2.7806827738714395,0.07002457002457002
26,22728,ALARM CLOCK BAKELIKE PINK,810,3.39,8.47,4.560370370370371,1.6106760202278636,-16,500,6.571604938271605,28.707302295492205,0.19901719901719903
27,22727,ALARM CLOCK BAKELIKE RED ,1107,2.99,8.95,4.37,1.490657949080648,-20,620,6.992773261065944,30.09487622857853,0.271990171990172
28,22726,ALARM CLOCK BAKELIKE GREEN,1026,0.0,12.21,4.506140350877193,1.6250965046884773,-9,300,6.222222222222222,15.71760961573102,0.2520884520884521
29,21724,PANDA AND BUNNIES STICKER SHEET,81,0.79,1.66,0.97037037037037,0.29594106019799127,1,29,5.037037037037037,6.02379540747452,0.019901719901719902
30,21883,STARS GIFT TAPE ,134,0.19,1.66,0.641194029850747,0.39304870611366116,-1,144,12.328358208955224,14.86671415496573,0.03292383292383293
31,10002,INFLATABLE POLITICAL GLOBE ,73,0.0,1.66,1.0568493150684928,0.40424441421389545,-3,180,14.205479452054794,29.549374360790708,0.017936117936117935
32,21791,VINTAGE HEADS AND TAILS CARD GAME ,617,0.0,2.95,1.5012803889789326,0.5079879595360646,-12,360,12.72933549432739,31.066586401295275,0.15159705159705159
33,21035,SET/2 RED RETROSPOT TEA TOWELS ,403,2.75,6.63,4.528709677419365,1.5376425461019,-100,200,5.962779156327543,21.920959420354254,0.09901719901719902
34,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,764,2.55,6.77,3.447722513088992,1.1764573724161953,-6,240,11.150523560209423,27.16310836078762,0.1877149877149877
35,22629,SPACEBOY LUNCH BOX ,924,1.65,4.95,2.1880086580086915,0.6536258864913381,-42,640,15.374458874458874,43.60042687215163,0.22702702702702704
36,22659,LUNCH BOX I LOVE LONDON,750,1.65,4.95,2.298560000000032,0.788841103633917,-164,400,14.934666666666667,45.779610766199866,0.18427518427518427
37,22631,CIRCUS PARADE LUNCH BOX ,411,0.0,6.54,2.5955961070559717,1.0189242641064193,-12,192,8.883211678832117,20.59756048547118,0.10098280098280098
38,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,425,0.72,1.66,0.9746823529411799,0.29925687094162334,-10,300,12.23764705882353,25.11938464645678,0.10442260442260443
39,21731,RED TOADSTOOL LED NIGHT LIGHT,874,1.25,4.13,2.3738787185355,0.9897922023488862,-126,576,15.81578947368421,44.212847439406,0.21474201474201474
40,22900, SET 2 TEA TOWELS I LOVE LONDON ,564,2.32,7.95,3.7117021276595916,1.1637653761492082,-160,600,8.338652482269504,32.46849319573082,0.13857493857493858
41,21913,VINTAGE SEASIDE JIGSAW PUZZLES,150,3.29,7.62,4.361000000000002,1.5191280393699538,-2,24,2.6333333333333333,2.8436120962457214,0.036855036855036855
42,22540,MINI JIGSAW CIRCUS PARADE ,93,0.19,0.85,0.5213978494623657,0.20253068150738704,-1,480,27.0752688172043,61.73052175790384,0.02285012285012285
43,22544,MINI JIGSAW SPACEBOY,180,0.19,0.85,0.5286666666666668,0.2147556751287379,-43,480,24.877777777777776,56.64637494065105,0.044226044226044224
44,22492,MINI PAINT SET VINTAGE ,390,0.55,1.95,0.7815641025641031,0.34736372518867903,-36,1394,67.78717948717949,143.33231503900544,0.09582309582309582
45,POST,POSTAGE,1256,0.0,8142.75,36.933495222929956,326.1098011406051,-4,1000,5.05812101910828,47.44021825938923,0.3085995085995086
46,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1210,2.55,6.95,3.351157024793334,1.1282025568288452,-120,1020,15.621487603305786,47.912543028135374,0.2972972972972973
47,20679,EDWARDIAN PARASOL RED,330,4.6,12.72,6.994090909090921,2.496089815813949,-6,120,5.154545454545454,10.982040904910948,0.08108108108108109
48,37370,RETRO COFFEE MUGS ASSORTED,174,0.0,16.13,5.121321839080452,6.546551753491206,-786,504,6.839080459770115,89.03871646853088,0.04275184275184275
49,21871,SAVE THE PLANET MUG,374,0.8,3.36,1.7960427807486574,0.8411044432720458,-576,824,12.751336898395722,70.35051793372263,0.0918918918918919
50,21071,VINTAGE BILLBOARD DRINK ME MUG,183,0.0,2.51,1.6859562841530054,0.6374365197882396,-82,60,4.961748633879782,9.736848622696312,0.04496314496314496
51,21068,VINTAGE BILLBOARD LOVE/HATE MUG,202,0.8,2.51,1.6622277227722764,0.6026537396995831,-36,432,7.900990099009901,34.51079720019426,0.04963144963144963
52,82483,WOOD 2 DRAWER CABINET WHITE FINISH,603,0.0,14.13,6.862802653399606,1.6264450582281615,-46,120,3.6318407960199006,7.865170779448742,0.14815724815724815
53,82486,WOOD S/3 CABINET ANT WHITE FINISH,637,6.95,16.63,9.10293563579269,1.8587297897718555,-24,24,3.2653061224489797,3.9093830170988206,0.1565110565110565
54,82482,WOODEN PICTURE FRAME WHITE FINISH,1129,1.89,5.79,3.093525243578353,1.01009749965223,-72,324,7.770593445527015,18.255126155188208,0.2773955773955774
55,82494L,WOODEN FRAME ANTIQUE WHITE ,943,0.0,7.62,3.2349840933191656,1.2250858000029177,-180,167,6.689289501590668,14.1403325300154,0.23169533169533169
56,21258,VICTORIAN SEWING BOX LARGE,185,0.0,25.49,16.226972972972973,6.619134197645451,-29,32,2.443243243243243,5.513646141350829,0.045454545454545456
57,22114,HOT WATER BOTTLE TEA AND SYMPATHY,660,0.0,9.95,4.972515151515151,1.8298250805099516,-194,288,8.47121212121212,20.926435678655412,0.16216216216216217
58,21733,RED HANGING HEART T-LIGHT HOLDER,773,2.55,5.91,3.1529495472186286,0.806156745446208,-32,860,10.122897800776197,39.8743707977211,0.18992628992628993
59,22386,JUMBO BAG PINK POLKADOT,1251,1.65,5.06,2.5887769784172505,0.9694458742093762,-200,800,16.793764988009592,46.972475271093835,0.30737100737100737
60,85099C,JUMBO  BAG BAROQUE BLACK WHITE,960,1.65,4.21,2.5934062499999873,0.9521469957548707,-130,500,14.209375,33.96331388294386,0.23587223587223588
61,21033,JUMBO BAG CHARLIE AND LOLA TOYS,308,0.0,5.91,3.132272727272736,1.1745776274482604,-455,100,4.9188311688311686,29.04220060909573,0.07567567567567568
62,20723,STRAWBERRY CHARLOTTE BAG,742,0.72,2.51,1.1939218328841086,0.5687793681122394,-20,200,13.10377358490566,21.276186831566346,0.1823095823095823
63,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,377,3.39,8.33,4.365331564986753,1.1612188474102496,-24,288,11.087533156498674,26.99271530007381,0.09262899262899263
64,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,339,0.0,8.29,4.242802359882015,1.0061491968813305,-741,360,8.958702064896755,53.74433840635135,0.0832923832923833
65,21094,SET/6 RED SPOTTY PAPER PLATES,532,0.64,2.46,0.986033834586469,0.47506552504928523,1,288,16.462406015037594,28.64248908557905,0.13071253071253072
66,20725,LUNCH BAG RED RETROSPOT,1639,1.45,8.33,2.113093349603475,1.070744442432321,-100,200,11.579621720561319,21.43968681097718,0.4027027027027027
67,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,598,0.0,5.06,3.1046655518394464,1.0672903456543184,-3,180,6.565217391304348,15.020307667120987,0.14692874692874694
68,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,498,2.1,5.06,3.300220883534125,1.1305009267924084,-6,120,6.178714859437751,13.576750631179296,0.12235872235872236
69,21212,PACK OF 72 RETROSPOT CAKE CASES,1385,0.4,5.0,0.7559855595667737,0.5052515253193857,-72,1440,26.020938628158845,80.46355219462606,0.3402948402948403
70,21975,PACK OF 60 DINOSAUR CAKE CASES,641,0.4,1.28,0.6231669266770729,0.22415003045827622,-24,720,19.140405616224648,61.22054602386538,0.1574938574938575
71,21977,PACK OF 60 PINK PAISLEY CAKE CASES,896,0.4,2.13,0.7412165178571392,0.4078231816376374,-24,2700,27.626116071428573,115.07568434402032,0.22014742014742014
72,84991,60 TEATIME FAIRY CAKE CASES,871,0.4,2.13,0.6852583237657874,0.30019211641105426,-27,960,20.711825487944893,56.95255807680062,0.214004914004914
73,84519A,TOMATO CHARLIE+LOLA COASTER SET,88,1.25,5.91,2.508522727272727,1.857381384819212,1,48,5.818181818181818,11.00944782828837,0.021621621621621623
74,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,119,0.75,7.62,1.8833613445378152,1.7366411557707662,1,48,8.369747899159664,10.925685446610633,0.02923832923832924
75,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,133,0.38,5.79,0.889473684210527,1.2220792736955213,-2,96,9.766917293233083,17.516177465437014,0.03267813267813268
76,21931,JUMBO STORAGE BAG SUKI,1214,1.65,5.06,2.7344481054365675,1.0159468718179467,-100,200,10.971993410214168,22.301557766062686,0.29828009828009827
77,21929,JUMBO BAG PINK VINTAGE PAISLEY,885,1.65,5.06,2.6673220338983024,1.0343081678087331,-100,400,12.186440677966102,29.098604351632098,0.21744471744471744
78,22961,JAM MAKING SET PRINTED,1182,1.25,3.95,1.897648054145524,0.8030358683889264,-192,620,13.604906937394247,31.861316910557694,0.29041769041769044
79,22139,RETROSPOT TEA SET CERAMIC 11 PC ,993,0.0,11.02,5.680946626384606,2.056683418428885,-14,96,4.591137965760322,7.2942201222359495,0.243980343980344
80,84854,GIRLY PINK TOOL SET,2,0.0,4.95,2.475,3.5001785668734104,-3,5,1.0,5.656854249492381,0.0004914004914004914
81,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1202,1.65,4.96,2.6756405990016554,0.9842223085538624,-130,200,10.189683860232945,20.790392646073514,0.29533169533169534
82,82567,"AIRLINE LOUNGE,METAL SIGN",294,0.0,4.21,2.0010204081632685,0.6156449873387486,-73,12,2.17687074829932,5.0237669674223495,0.07223587223587223
83,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,426,0.85,7.5,1.6797183098591606,0.7952697895123512,-24,192,11.650234741784038,18.37062136555351,0.10466830466830467
84,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,146,0.85,2.51,1.5836986301369869,0.5584189672930113,-14,192,15.493150684931507,30.815188054469342,0.03587223587223587
85,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,458,0.85,3.29,1.5599344978165945,0.5513946868921556,-14,192,14.421397379912664,21.08167249839796,0.11253071253071253
86,71270,PHOTO CLIP LINE,53,1.25,2.51,1.6847169811320748,0.5871299285297307,1,36,4.509433962264151,7.180696991854229,0.013022113022113022
87,22262,FELT EGG COSY CHICKEN,146,0.85,1.66,1.0978082191780796,0.3666972690168186,-4,60,7.0,9.140285968513618,0.03587223587223587
88,22637,PIGGY BANK RETROSPOT ,358,0.0,5.91,3.048156424580989,1.1753652310848755,-65,744,7.391061452513966,40.690649976484984,0.08796068796068796
89,21934,SKULL SHOULDER BAG,413,1.45,4.21,2.139443099273599,0.7789477778164137,-10,100,5.837772397094431,8.731447842912889,0.10147420147420147
90,21169,YOU'RE CONFUSING ME METAL SIGN ,470,0.0,4.21,2.224276595744702,1.0397239095995998,-70,240,9.225531914893617,22.32594815016561,0.11547911547911548
91,21166,COOK WITH WINE METAL SIGN ,746,0.0,4.21,2.376849865951733,0.7882900508538397,-124,336,13.609919571045577,34.51954969095058,0.1832923832923833
92,21175,GIN + TONIC DIET METAL SIGN,826,0.0,4.96,2.7587288135593098,0.8055835191764864,-2000,2000,12.320823244552058,121.97740467281382,0.20294840294840294
93,37444A,YELLOW BREAKFAST CUP AND SAUCER,23,0.0,5.91,1.627826086956522,2.1893065662685802,1,10,2.652173913043478,2.656188240388743,0.005651105651105651
94,37444C,PINK BREAKFAST CUP AND SAUCER ,13,0.0,5.91,1.77,2.163111185306941,-1,6,2.076923076923077,2.019139192062567,0.0031941031941031942
95,22083,PAPER CHAIN KIT RETROSPOT,619,2.55,6.77,3.754684975767372,1.4152601128438955,-36,120,7.434571890145396,11.377467381427834,0.1520884520884521
96,84971S,SMALL HEART FLOWERS HOOK ,176,0.39,1.66,1.113295454545451,0.39159664843424674,-1,72,10.142045454545455,12.52139856716981,0.043243243243243246
97,47580,TEA TIME DES TEA COSY,114,2.1,5.91,3.276578947368424,1.2972331542725908,-6,50,3.3157894736842106,5.171938903939499,0.02800982800982801
98,22261,FELT EGG COSY WHITE RABBIT ,117,0.85,1.66,1.1182051282051266,0.3737729704269031,-4,36,4.965811965811966,5.852985716019181,0.028746928746928746
99,84832,ZINC WILLIE WINKIE  CANDLE STICK,274,0.0,1.95,1.0851094890510933,0.37151430893187676,-12,192,10.667883211678832,16.29746124774781,0.06732186732186732
100,22644,CERAMIC CHERRY CAKE MONEY BANK,283,0.0,4.21,2.106537102473493,1.2227976386581252,-5,144,7.826855123674911,13.639028778917067,0.06953316953316953
101,21533,RETROSPOT LARGE MILK JUG,361,4.25,10.17,5.274986149584516,1.3843657040628425,-12,156,3.6814404432132966,8.68305592182741,0.0886977886977887
102,21557,SET OF 6 FUNKY BEAKERS,163,2.46,5.91,4.16484662576687,1.4916737454118072,1,120,3.3803680981595092,9.609157533605256,0.04004914004914005
103,15056BL,EDWARDIAN PARASOL BLACK,326,1.95,12.72,6.41680981595095,1.9043655775479418,-120,180,8.325153374233128,19.533130336575205,0.0800982800982801
104,15056N,EDWARDIAN PARASOL NATURAL,467,1.95,12.72,6.925974304068488,2.476406970656649,-33,144,8.34475374732334,17.457704538101765,0.11474201474201474
105,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,406,0.0,4.21,2.0260344827586234,1.1345706921995327,-8,250,10.194581280788178,22.201525255067544,0.09975429975429975
106,22176,BLUE OWL SOFT TOY,122,0.0,5.91,3.2495081967213073,1.0325166658323315,-28,48,3.9672131147540983,5.991639390209155,0.029975429975429974
107,22438,BALLOON ART MAKE YOUR OWN FLOWERS,104,0.39,4.13,1.7415384615384577,0.9166006946636055,1,200,9.826923076923077,22.398613994781673,0.025552825552825554
108,22778,GLASS CLOCHE SMALL,168,0.0,8.47,4.707619047619058,1.8913272715260714,-24,48,4.380952380952381,8.69978974473,0.041277641277641275
109,22719,GUMBALL MONOCHROME COAT RACK,120,0.0,2.51,1.9401666666666675,0.7419121143600323,-178,72,2.7583333333333333,22.791711538318886,0.029484029484029485
110,21523,DOORMAT FANCY FONT HOME SWEET HOME,506,4.58,16.98,9.50304347826085,3.3733325512134433,-2,300,6.405138339920948,25.050046802996377,0.12432432432432433
111,D,Discount,77,0.01,1867.86,72.48454545454548,219.27107130063956,-720,-1,-15.506493506493506,86.55704285502061,0.01891891891891892
112,21912,VINTAGE SNAKES & LADDERS,401,0.0,7.62,4.908478802992527,1.7867459053190986,1,144,4.468827930174563,11.938787663444643,0.09852579852579853
113,21832,CHOCOLATE CALCULATOR,206,1.65,3.36,2.3258737864077657,0.8167424668542432,-25,25,4.538834951456311,5.902950614151698,0.050614250614250615
114,22379,RECYCLING BAG RETROSPOT ,760,1.85,5.06,3.1740526315789412,1.2393526073062533,-39,700,9.007894736842106,37.79261683881044,0.18673218673218672
115,22381,TOY TIDY PINK POLKADOT,482,1.85,4.96,3.0025518672199163,1.2100129388866112,-10,500,7.08298755186722,26.80245281922279,0.11842751842751843
116,22798,ANTIQUE GLASS DRESSING TABLE POT,285,2.55,5.91,3.728807017543866,1.2901555676285605,-8,120,6.15438596491228,10.743030334407491,0.07002457002457002
117,22926,IVORY GIANT GARDEN THERMOMETER,206,0.0,14.95,6.244174757281579,1.4907670471348333,-48,36,2.592233009708738,5.307954257901834,0.050614250614250615
118,22839,3 TIER CAKE TIN GREEN AND CREAM,214,9.98,29.79,18.39448598130839,6.395986525256131,-2,36,2.0233644859813085,4.429353208736792,0.05257985257985258
119,22838,3 TIER CAKE TIN RED AND CREAM,184,0.0,29.95,16.87184782608694,5.768490711743468,-96,96,3.0217391304347827,13.785220771282408,0.04520884520884521
120,22783,SET 3 WICKER OVAL BASKETS W LIDS,34,0.0,39.13,14.193823529411759,7.391509057677778,1,200,13.676470588235293,37.38393804201761,0.008353808353808353
121,35004C,SET OF 3 COLOURED  FLYING DUCKS,49,0.0,5.45,4.966326530612243,1.1009649061118145,-206,120,3.020408163265306,36.442014326368756,0.01203931203931204
122,82484,WOOD BLACK BOARD ANT WHITE FINISH,698,4.77,16.63,8.423954154727733,2.8634282526387786,-12,600,8.59025787965616,36.59779481078485,0.1714987714987715
123,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,640,0.55,1.27,0.7253593749999963,0.2090724629109547,-20,360,25.59375,36.33482735869578,0.15724815724815724
124,22464,HANGING METAL HEART LANTERN,371,0.0,3.36,1.9216981132075348,0.7285417315185165,-72,192,8.908355795148248,14.082084084188276,0.09115479115479115
125,21324,HANGING MEDINA LANTERN SMALL,31,0.0,5.91,3.1419354838709697,1.514083703883504,-18,8,2.2580645161290325,4.2108411031169215,0.007616707616707617
126,22457,NATURAL SLATE HEART CHALKBOARD ,1280,2.55,6.95,3.5772187499999326,1.2015795242952618,-12,620,7.125,19.592047340674174,0.3144963144963145
127,22469,HEART OF WICKER SMALL,1239,0.0,4.21,1.951565778853953,0.7405517756800413,-53,1356,14.359160613397902,57.75487987919539,0.30442260442260444
128,22470,HEART OF WICKER LARGE,963,0.0,6.95,3.2658878504672484,0.9479947739093879,-33,1284,10.207684319833852,55.40540873587368,0.2366093366093366
129,22224,WHITE LOVEBIRD LANTERN,168,2.55,5.91,3.721428571428571,1.3151399760269071,-2,32,4.946428571428571,4.720015894334637,0.041277641277641275
130,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,301,9.95,25.49,13.334717607973413,3.913539958058721,-9,40,3.1561461794019934,4.569340262214415,0.07395577395577396
131,22189,CREAM HEART CARD HOLDER,536,2.31,8.47,4.4433395522388075,1.5433480550634744,-4,1008,15.453358208955224,77.1401059846185,0.1316953316953317
132,22427,ENAMEL FLOWER JUG CREAM,529,0.0,11.87,6.497750472589746,1.9071227252416931,-29,96,3.8601134215500945,6.628629422242145,0.12997542997542996
133,22428,ENAMEL FIRE BUCKET CREAM,118,0.0,14.43,8.049152542372894,2.928499681882918,-2,12,2.1186440677966103,2.1450379692032224,0.028992628992628992
134,22424,ENAMEL BREAD BIN CREAM,473,8.15,25.49,15.764228329809727,5.417321001114017,-8,40,1.7906976744186047,2.8848960376090482,0.11621621621621622
135,22663,JUMBO BAG DOLLY GIRL DESIGN,454,1.65,5.06,2.5718942731277634,0.9013984363837303,-10,200,7.508810572687224,15.839667474107758,0.11154791154791155
136,85049A,TRADITIONAL CHRISTMAS RIBBONS,332,1.06,2.51,1.486837349397588,0.4854710212130751,-12,288,9.015060240963855,20.383107505912058,0.08157248157248158
137,22168,ORGANISER WOOD ANTIQUE WHITE ,89,0.0,8.5,8.108426966292134,1.7712225483061674,-19,12,1.3146067415730338,2.8308186481282047,0.021867321867321866
138,22662,LUNCH BAG DOLLY GIRL DESIGN,706,1.45,4.95,1.927818696883865,0.7959730570239716,-8,200,9.5,20.288434325395507,0.17346437346437346
139,84880,WHITE WIRE EGG HOLDER,82,0.0,15.79,7.624268292682926,2.414501472194446,-8,36,3.658536585365854,5.53154703919194,0.020147420147420148
140,85099B,JUMBO BAG RED RETROSPOT,2159,0.0,4.95,2.4702640111162384,0.8906145761339596,-300,1200,21.93747105141269,59.765313952962494,0.5304668304668305
141,79321,CHILLI LIGHTS,683,0.0,17.88,6.705241581259138,2.932794858496264,-72,480,15.143484626647146,38.47278694159871,0.1678132678132678
142,22780,LIGHT GARLAND BUTTERFILES PINK,142,3.37,4.25,4.1890140845070425,0.20872225210461856,-4,200,9.30281690140845,25.29345202642466,0.03488943488943489
143,22779,WOODEN OWLS LIGHT GARLAND ,160,3.37,4.25,4.187250000000001,0.21079648297043346,-12,200,9.46875,24.25491505010994,0.03931203931203931
144,22466,FAIRY TALE COTTAGE NIGHTLIGHT,215,1.45,4.21,2.4746511627906917,0.9625437211509648,-17,432,14.18139534883721,44.21263011397653,0.052825552825552825
145,21363,HOME SMALL WOOD LETTERS,137,0.0,11.02,6.381678832116801,2.6197997704536915,-19,15,1.5474452554744527,2.7599307400722406,0.03366093366093366
146,21411,GINGHAM HEART  DOORSTOP RED,247,1.95,8.47,4.888056680161946,2.10505225318618,-6,96,3.1862348178137654,6.572742803495097,0.06068796068796069
147,22318,FIVE HEART HANGING DECORATION,145,2.55,5.91,3.9704137931034507,1.3819641195002879,-6,12,3.1379310344827585,3.0129827636579023,0.03562653562653563
148,22915,ASSORTED BOTTLE TOP  MAGNETS ,190,0.0,5.06,1.1456315789473646,1.6472588649965318,-204,240,15.042105263157895,31.991869267801782,0.04668304668304668
149,22922,FRIDGE MAGNETS US DINER ASSORTED,108,0.0,11.02,1.7072222222222184,2.782029728112136,-120,120,12.13888888888889,25.045923552633496,0.026535626535626536
150,22969,HOMEMADE JAM SCENTED CANDLES,655,1.25,3.95,1.7874961832061182,0.7247957571008564,-86,1428,18.91908396946565,69.31226940658564,0.16093366093366093
151,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,89,0.0,11.02,0.96067415730337,1.0957373998537252,-120,120,13.370786516853933,26.6596315626488,0.021867321867321866
152,21115,ROSE CARAVAN DOORSTOP,166,1.95,14.43,7.439879518072303,3.852502215278982,1,120,3.4096385542168677,9.580328512844417,0.04078624078624079
153,22242,5 HOOK HANGER MAGIC TOADSTOOL,40,0.0,3.36,1.8052500000000002,0.8334143165778489,-34,192,14.075,37.272652723218414,0.009828009828009828
154,22941,CHRISTMAS LIGHTS 10 REINDEER,333,6.5,16.98,9.861141141141157,3.128451812329442,-12,384,4.867867867867868,22.413164845512732,0.08181818181818182
155,21622,VINTAGE UNION JACK CUSHION COVER,114,0.0,13.57,5.6740350877193,2.6249125461363754,-750,24,-3.745614035087719,70.72967501336147,0.02800982800982801
156,35004G,SET OF 3 GOLD FLYING DUCKS,22,1.95,6.35,5.195454545454545,1.8677022483018235,-2,48,5.681818181818182,10.209175908332305,0.005405405405405406
157,85014B,RED RETROSPOT UMBRELLA,355,4.95,12.72,6.816563380281697,2.3004440785514038,-1,144,5.3887323943661976,14.012943464769597,0.08722358722358722
158,85014A,BLACK/BLUE POLKADOT UMBRELLA,280,4.95,12.72,6.4840714285714585,1.8573899274384802,-6,96,4.135714285714286,9.227674376480866,0.0687960687960688
159,22193,RED DINER WALL CLOCK,472,7.65,16.98,9.21896186440679,2.422965051719625,-12,108,2.9216101694915255,6.085048254849377,0.11597051597051597
160,22192,BLUE DINER WALL CLOCK,373,0.0,16.98,9.00705093833781,2.149506292421995,-12,36,2.4772117962466487,3.1703669525188904,0.09164619164619164
161,22191,IVORY DINER WALL CLOCK,441,7.65,16.98,8.832879818594112,1.7139880678952346,-318,348,2.512471655328798,22.98656630442974,0.10835380835380835
162,22195,LARGE HEART MEASURING SPOONS,382,1.45,3.36,2.3490314136125527,0.8180948061633735,-1,80,5.178010471204188,8.284618021907768,0.09385749385749385
163,22196,SMALL HEART MEASURING SPOONS,489,0.72,1.66,1.2150920245398815,0.3928229611532559,-12,160,5.775051124744376,11.947739310797436,0.12014742014742015
164,22962,JAM JAR WITH PINK LID,366,0.72,1.66,1.044180327868854,0.34919596138495584,-17,384,10.431693989071038,23.56557695870212,0.08992628992628993
165,22963,JAM JAR WITH GREEN LID,322,0.72,1.66,1.0726397515527946,0.36567803370437013,-51,240,9.863354037267081,19.07192384260351,0.07911547911547911
166,22968,ROSE COTTAGE KEEPSAKE BOX ,203,0.0,20.38,11.675073891625633,4.435376279645026,-50,100,3.70935960591133,10.426036576608393,0.049877149877149876
